Vez,Quantidade,Tempo(segundos)
42,100000,0.00900
43,100000,0.00800
44,100000,0.00400
45,100000,0.00400
46,100000,0.00900
47,100000,0.00800
48,100000,0.00800
49,100000,0.00400
50,100000,0.00900
51,100000,0.00800
52,100000,0.00800
53,100000,0.00500
54,100000,0.00400
55,100000,0.00800
56,100000,0.00900
57,100000,0.00400
58,100000,0.00400
59,100000,0.00800
60,100000,0.00900
61,100000,0.00400
62,100000,0.00400
63,100000,0.00900
64,100000,0.00800
65,100000,0.00800
66,100000,0.00400
67,100000,0.00900
68,100000,0.00800
69,100000,0.00800
70,100000,0.00500
71,100000,0.00400
72,100000,0.00800
73,100000,0.00900
74,100000,0.00400
75,100000,0.00400
76,100000,0.00800
77,100000,0.00900
78,100000,0.00800
79,100000,0.00400
80,100000,0.00900
81,100000,0.00800
82,100000,0.00800
83,100000,0.00400
84,100000,0.00400
85,100000,0.00800
86,100000,0.00800
87,100000,0.00900
88,100000,0.00400
89,100000,0.00400
90,100000,0.00900
91,100000,0.00800
92,100000,0.00400
93,100000,0.00400
94,100000,0.00900
95,100000,0.00800
96,100000,0.00800
97,100000,0.00500
98,100000,0.00400
99,100000,0.00800
100,100000,0.00900
1,500000,0.03700
2,500000,0.04200
3,500000,0.03800
4,500000,0.04200
5,500000,0.03700
6,500000,0.04200
7,500000,0.04200
8,500000,0.03800
9,500000,0.04000
10,500000,0.03200
11,500000,0.03100
12,500000,0.03600
13,500000,0.03100
14,500000,0.03100
15,500000,0.03200
16,500000,0.04700
17,500000,0.04700
18,500000,0.04700
19,500000,0.04700
20,500000,0.03100
21,500000,0.03100
22,500000,0.04700
23,500000,0.04500
24,500000,0.05100
25,500000,0.03200
26,500000,0.04700
27,500000,0.04700
28,500000,0.04700
29,500000,0.03100
30,500000,0.03100
31,500000,0.03100
32,500000,0.04700
33,500000,0.04700
34,500000,0.03200
35,500000,0.03800
36,500000,0.03900
37,500000,0.04700
38,500000,0.04700
39,500000,0.03200
40,500000,0.03200
41,500000,0.04700
42,500000,0.04700
43,500000,0.04700
44,500000,0.03100
45,500000,0.03100
46,500000,0.03100
47,500000,0.04700
48,500000,0.04900
49,500000,0.03700
50,500000,0.04700
51,500000,0.03100
52,500000,0.03100
53,500000,0.03100
54,500000,0.04800
55,500000,0.04700
56,500000,0.04700
57,500000,0.04300
58,500000,0.03100
59,500000,0.03100
60,500000,0.05400
61,500000,0.03100
62,500000,0.03100
63,500000,0.04700
64,500000,0.04700
65,500000,0.04800
66,500000,0.03100
67,500000,0.03100
68,500000,0.04700
69,500000,0.04700
70,500000,0.04700
71,500000,0.03100
72,500000,0.03900
73,500000,0.04700
74,500000,0.03100
75,500000,0.03200
76,500000,0.04700
77,500000,0.04700
78,500000,0.04700
79,500000,0.03100
80,500000,0.02900
81,500000,0.03200
82,500000,0.03200
83,500000,0.04700
84,500000,0.04900
85,500000,0.03100
86,500000,0.04700
87,500000,0.04700
88,500000,0.03100
89,500000,0.03100
90,500000,0.03100
91,500000,0.05400
92,500000,0.03100
93,500000,0.04800
94,500000,0.04700
95,500000,0.04700
96,500000,0.04400
97,500000,0.03100
98,500000,0.03100
99,500000,0.04700
100,500000,0.04700
1,1000000,0.10700
2,1000000,0.09400
3,1000000,0.09400
4,1000000,0.10000
5,1000000,0.09400
6,1000000,0.10700
7,1000000,0.09400
8,1000000,0.09400
9,1000000,0.10100
10,1000000,0.11000
11,1000000,0.09200
12,1000000,0.09400
13,1000000,0.11000
14,1000000,0.09900
15,1000000,0.09400
16,1000000,0.09100
17,1000000,0.09400
18,1000000,0.09400
19,1000000,0.08600
20,1000000,0.09400
21,1000000,0.10800
22,1000000,0.09400
23,1000000,0.09400
24,1000000,0.10000
25,1000000,0.09400
26,1000000,0.08200
27,1000000,0.09400
28,1000000,0.09400
29,1000000,0.10100
30,1000000,0.10800
31,1000000,0.09400
32,1000000,0.09400
33,1000000,0.09400
34,1000000,0.09800
35,1000000,0.09200
36,1000000,0.09400
37,1000000,0.09400
38,1000000,0.09400
39,1000000,0.09400
40,1000000,0.10100
41,1000000,0.09400
42,1000000,0.09400
43,1000000,0.10900
44,1000000,0.09500
45,1000000,0.09600
46,1000000,0.09400
47,1000000,0.09400
48,1000000,0.10900
49,1000000,0.09400
50,1000000,0.08800
51,1000000,0.09400
52,1000000,0.09400
53,1000000,0.09400
54,1000000,0.09400
55,1000000,0.08300
56,1000000,0.09400
57,1000000,0.10900
58,1000000,0.09400
59,1000000,0.09400
60,1000000,0.10100
61,1000000,0.09400
62,1000000,0.09400
63,1000000,0.09400
64,1000000,0.09700
65,1000000,0.10000
66,1000000,0.09400
67,1000000,0.09400
68,1000000,0.09400
69,1000000,0.09000
70,1000000,0.08600
71,1000000,0.09400
72,1000000,0.11000
73,1000000,0.09400
74,1000000,0.08200
75,1000000,0.10300
76,1000000,0.09400
77,1000000,0.07900
78,1000000,0.09400
79,1000000,0.09300
80,1000000,0.09400
81,1000000,0.08200
82,1000000,0.09400
83,1000000,0.09400
84,1000000,0.08500
85,1000000,0.09400
86,1000000,0.10500
87,1000000,0.09400
88,1000000,0.09300
89,1000000,0.09400
90,1000000,0.09400
91,1000000,0.08500
92,1000000,0.09400
93,1000000,0.09300
94,1000000,0.09700
95,1000000,0.09400
96,1000000,0.10300
97,1000000,0.09400
98,1000000,0.09200
99,1000000,0.09400
100,1000000,0.11000
